Day,Home,Away,Conference_Game
40,Vermont,North Carolina Central,0
40,SIU Edwardsville,Illinois,0
40,Youngstown St.,Detroit Mercy,1
40,William & Mary,Campbell,1
40,UNLV,Drake,0
40,Pacific,Santa Clara,1
40,Fresno St.,San Jose St.,1
40,Georgia Tech,SMU,1
40,Oregon,Wisconsin,1
40,Delaware St.,South Carolina St.,1
40,VMI,Chattanooga,1
40,UNC Asheville,Longwood,1
40,Texas A&M Corpus Chris,Cornell,0
40,Liberty,Kennesaw St.,1
40,Tulsa,Charlotte,1
40,Lindenwood,LIU,0
40,Saint Francis,UC Riverside,0
40,Columbia,Princeton,1
40,North Carolina A&T,Hampton,1
40,Tennessee,Alabama,1
40,UNC Wilmington,Appalachian St.,0
40,West Georgia,Washington,0
40,Le Moyne,Mississippi Valley St.,0
40,Bucknell,Boston University,1
40,Georgetown,Delaware,0
40,Saint Mary's,Oregon St.,1
40,Utah St.,Wyoming,1
40,Winthrop,Presbyterian,1
40,Alabama St.,Colorado St.,0
40,Cal St. Northridge,Cal St. Fullerton,1
40,Middle Tennessee,Arkansas,0
40,Utah Tech,Illinois St.,0
40,Indiana,Georgia Southern,0
40,Drexel,Towson,1
40,Evansville,UAB,0
40,Wake Forest,Clemson,1
40,George Mason,Dayton,1
40,Belmont,Southern Illinois,1
41,Tarleton St.,Little Rock,0
41,South Carolina,Texas A&M,1
41,Delaware,Hampton,1
41,Nevada,Fairfield,0
41,UNC Wilmington,William & Mary,1
41,Stetson,Austin Peay,1
41,Southern Miss,Illinois,0
41,Georgetown,Iowa,0
41,New Hampshire,Rutgers,0
41,Abilene Christian,Florida St.,0
41,Coppin St.,Eastern Washington,0
41,North Florida,Queens,1
41,USC Upstate,Merrimack,0
41,Niagara,Marist,1
41,Georgia Southern,South Alabama,1
41,Holy Cross,Alabama A&M,0
41,Davidson,Cal Poly,0
41,Butler,St. John's,1
41,IU Indy,Green Bay,1
41,Michigan St.,UCLA,1
41,UT Rio Grande Valley,Northwestern St.,1
41,Charlotte,Tulsa,1
41,Oklahoma,Kentucky,1
41,Gonzaga,Florida A&M,0
41,VMI,Wofford,1
41,Notre Dame,Louisiana,0
41,Evansville,Missouri St.,1
41,Mount St. Mary's,Manhattan,1
41,Providence,Xavier,1
41,Santa Clara,Washington St.,1
41,Central Connecticut,Saint Francis,1
41,Northwestern,Michigan,1
41,Alcorn St.,Southern,1
41,Washington,BYU,0
41,Saint Louis,La Salle,1
41,Weber St.,Portland St.,1
41,Lamar,Nicholls St.,1
41,Utah St.,Ball St.,0
41,Maryland,Wisconsin,1
41,Montana St.,Colorado,0
41,UC Riverside,Portland,0
41,Cleveland St.,Duquesne,0
41,Penn,Cornell,1
41,East Tennessee St.,Grand Canyon,0
41,UNC Asheville,Clemson,0
41,Mississippi St.,Auburn,1
41,Mercyhurst,Bethune Cookman,0
41,Western Michigan,Northern Illinois,1
42,Liberty,FIU,1
42,Oral Roberts,Florida,0
42,Georgia Tech,Charleston,0
42,Duquesne,Texas,0
42,Saint Joseph's,VCU,1
42,Campbell,Oregon St.,0
42,Vanderbilt,Auburn,1
42,Middle Tennessee,Arkansas,0
42,Drake,Illinois Chicago,1
42,Northwestern,UCLA,1
42,Montana,Northern Colorado,1
42,UMKC,North Dakota St.,1
42,Merrimack,Arkansas Pine Bluff,0
42,Saint Mary's,Richmond,0
42,Prairie View A&M,Alcorn St.,1
42,Utah Tech,Southern Utah,1
42,Howard,South Carolina St.,1
42,Yale,Chicago St.,0
42,James Madison,UC Irvine,0
42,Xavier,La Salle,0
42,Virginia Tech,N.C. State,1
42,Southern Indiana,Arizona St.,0
42,Purdue Fort Wayne,Toledo,0
42,Mississippi Valley St.,Grambling St.,1
42,USC Upstate,Marquette,0
42,Stetson,Temple,0
42,Nicholls St.,Texas A&M Corpus Chris,1
42,Stanford,Duke,1
42,Mercer,Valparaiso,0
42,Rutgers,Michigan St.,1
42,North Carolina,Virginia,1
42,Drexel,Monmouth,1
42,Baylor,Wagner,0
42,UC San Diego,Davidson,0
42,Rhode Island,St. Bonaventure,1
42,Missouri St.,Colgate,0
42,UAB,UNLV,0
42,Towson,Stony Brook,1
42,San Diego,William & Mary,0
42,Army,Alabama A&M,0
42,Indiana,Purdue,1
42,Alabama St.,Florida A&M,1
42,Troy,Marshall,1
42,UT Rio Grande Valley,Austin Peay,0
42,SMU,Wake Forest,1
42,Nebraska,Old Dominion,0
42,Florida Atlantic,Tulsa,1
42,Pittsburgh,Gardner Webb,0
43,Central Connecticut,Idaho St.,0
43,Abilene Christian,Stephen F. Austin,1
43,Wright St.,Northern Iowa,0
43,Northwestern St.,Houston Christian,1
43,Louisville,Bellarmine,0
43,Middle Tennessee,Drake,0
43,Arkansas,Kentucky,1
43,Rice,Ball St.,0
43,Western Michigan,Navy,0
43,Loyola MD,Bucknell,1
43,VMI,Kansas,0
43,Connecticut,Providence,1
43,Baylor,Oklahoma St.,1
43,Gonzaga,Georgia Southern,0
43,VCU,George Washington,1
43,Alabama A&M,Michigan St.,0
43,Siena,Green Bay,0
43,Charleston Southern,Butler,0
43,Alcorn St.,Bethune Cookman,1
43,South Dakota,Denver,1
43,Toledo,San Diego St.,0
43,Vanderbilt,Missouri,1
43,Syracuse,North Carolina,1
43,Cal St. Bakersfield,Cal St. Northridge,1
43,Florida St.,Boston College,1
43,UCF,James Madison,0
43,Pittsburgh,Wake Forest,1
43,Tennessee,Mississippi St.,1
43,Northeastern,UNC Wilmington,1
43,High Point,Presbyterian,1
43,Northwestern,Minnesota,1
43,San Diego,Alabama St.,0
43,Cal Poly,Marist,0
43,Southern Illinois,Southern,0
43,Fairfield,Saint Peter's,1
43,Long Beach St.,UC Davis,1
43,New Mexico,Utah St.,1
43,Georgia Tech,Lipscomb,0
43,Delaware,Towson,1
43,UNC Asheville,Winthrop,1
43,Monmouth,Bowling Green,0
43,Binghamton,Youngstown St.,0
43,Buffalo,Iowa St.,0
43,Akron,North Carolina A&T,0
43,Southeastern Louisiana,Michigan,0
43,Colorado St.,Nevada,1
43,Albany,Vermont,1
43,Texas,Georgia,1
43,South Florida,Florida Atlantic,1
43,Montana,Weber St.,1
44,Vanderbilt,Alabama,1
44,St. Bonaventure,San Jose St.,0
44,UNC Greensboro,Cal Baptist,0
44,Marshall,Stetson,0
44,West Georgia,North Florida,1
44,Hawaii,Georgia Tech,0
44,New Mexico,Prairie View A&M,0
44,Abilene Christian,Portland St.,0
44,West Virginia,Colorado,1
44,South Carolina St.,Kentucky,0
44,Massachusetts,Loyola Chicago,1
44,Miami FL,UCLA,0
44,Delaware St.,Coppin St.,1
44,The Citadel,Miami OH,0
44,Montana,South Carolina,0
44,Coastal Carolina,Georgia Southern,1
44,Colorado St.,Illinois,0
44,SMU,North Carolina,1
44,Western Kentucky,Murray St.,0
44,Kent St.,Central Arkansas,0
44,North Alabama,Queens,1
44,Georgia St.,Old Dominion,1
44,Tarleton St.,Seattle,1
44,Pepperdine,Wisconsin,0
44,Southeastern Louisiana,Baylor,0
44,Tulane,Iona,0
44,UC Riverside,Cal Poly,1
44,Maine,Denver,0
44,Air Force,Western Illinois,0
44,Cornell,Penn,1
44,St. John's,DePaul,1
44,Louisiana Tech,Syracuse,0
44,Rutgers,Michigan,1
44,Wake Forest,Pittsburgh,1
44,Drexel,Delaware,1
44,Boston College,Clemson,1
44,Furman,Fairfield,0
44,Sacramento St.,Wright St.,0
44,Central Michigan,Weber St.,0
44,Elon,William & Mary,1
44,Indiana,Maryland,1
44,Towson,Charleston,1
44,Oklahoma,Arkansas,1
44,Southern Illinois,Stephen F. Austin,0
44,James Madison,Texas St.,1
44,LSU,BYU,0
44,Kennesaw St.,Rider,0
44,High Point,Longwood,1
45,UTEP,Kennesaw St.,1
45,Oklahoma St.,Colorado,1
45,Louisville,Stanford,1
45,Seton Hall,Connecticut,1
45,Tennessee St.,Western Illinois,1
45,Gonzaga,Saint Mary's,1
45,Niagara,Sacred Heart,1
45,SMU,Eastern Illinois,0
45,Appalachian St.,Houston,0
45,Georgia Southern,UT Arlington,0
45,LIU,Murray St.,0
45,Northwestern,Maine,0
45,Binghamton,N.C. State,0
45,UNC Greensboro,UNC Asheville,1
45,Seattle,Utah Tech,1
45,Iona,South Alabama,0
45,Weber St.,Cincinnati,0
45,Northern Colorado,Sacramento St.,1
45,Villanova,Creighton,1
45,Portland,San Diego,1
45,North Dakota,Nebraska Omaha,1
45,Rider,Iowa,0
45,Wisconsin,UMKC,0
45,Southern Indiana,William & Mary,0
45,Richmond,Massachusetts,1
45,Ohio,Ball St.,1
45,Southern Utah,Grand Canyon,1
45,Youngstown St.,Purdue Fort Wayne,1
45,North Texas,Marquette,0
45,Illinois,Minnesota,1
45,Temple,Alabama A&M,0
45,Norfolk St.,Dartmouth,0
45,Pepperdine,Belmont,0
45,Jacksonville St.,Loyola Chicago,0
45,Harvard,Columbia,1
45,Charleston,Houston Christian,0
45,Xavier,Providence,1
45,Monmouth,Hampton,1
45,Miami OH,Furman,0
45,Cal Poly,Charlotte,0
45,Abilene Christian,Cal Baptist,1
45,Northwestern St.,Davidson,0
45,Auburn,Georgia,1
45,Chattanooga,UC Irvine,0
45,UCLA,Florida Atlantic,0
45,American,Boston University,1
45,Arkansas Pine Bluff,Prairie View A&M,1
45,Penn St.,Arizona,0
46,Pittsburgh,Clemson,1
46,Georgia Tech,Lehigh,0
46,Northwestern St.,McNeese St.,1
46,Akron,Ohio,1
46,Boston University,Holy Cross,1
46,Furman,Mercer,1
46,Iona,Manhattan,1
46,Campbell,Oklahoma St.,0
46,Minnesota,Wisconsin,1
46,Ball St.,Iowa,0
46,Indiana St.,Eastern Illinois,0
46,George Washington,La Salle,1
46,South Dakota St.,Tennessee,0
46,Miami OH,Buffalo,1
46,Louisiana Tech,Radford,0
46,Elon,Monmouth,1
46,Western Illinois,Seattle,0
46,Northern Kentucky,Detroit Mercy,1
46,Jacksonville,West Georgia,1
46,Oklahoma,Missouri St.,0
46,Boise St.,North Carolina A&T,0
46,Cal Baptist,Maine,0
46,Western Michigan,Coppin St.,0
46,Villanova,Providence,1
46,Baylor,Georgia,0
46,San Jose St.,Utah St.,1
46,UNC Asheville,Texas A&M Corpus Chris,0
46,Virginia Tech,Liberty,0
46,Alabama,Florida,1
46,Evansville,Denver,0
46,Western Kentucky,South Carolina St.,0
46,Sam Houston St.,South Dakota,0
46,UTSA,Memphis,1
46,Bryant,UMBC,1
46,Nevada,Fairleigh Dickinson,0
46,Marquette,Fairfield,0
46,Kansas,Cal Poly,0
46,Loyola Marymount,Washington St.,1
46,Loyola Chicago,Davidson,1
46,Colgate,Army,1
46,Duquesne,Wake Forest,0
46,Georgia St.,Troy,1
46,Illinois Chicago,Illinois St.,1
46,Utah,Idaho,0
46,Yale,Cornell,1
46,Washington,UCLA,1
47,Louisiana Tech,Louisiana Monroe,0
47,Northern Iowa,Prairie View A&M,0
47,Saint Joseph's,Rhode Island,1
47,UCF,BYU,1
47,San Diego,Lamar,0
47,Stonehill,Merrimack,1
47,Mississippi St.,South Carolina,1
47,Penn,Harvard,1
47,Chattanooga,Arkansas Pine Bluff,0
47,Temple,Memphis,1
47,Cornell,Cal St. Fullerton,0
47,Georgia,Texas,1
47,Lehigh,Iowa St.,0
47,Detroit Mercy,Wright St.,1
47,Charleston,William & Mary,1
47,Bethune Cookman,Alcorn St.,1
47,Houston,Arizona St.,1
47,East Texas A&M,Pacific,0
47,Penn St.,Maryland,1
47,Bryant,Vermont,1
47,UC Santa Barbara,Cal St. Northridge,1
47,San Francisco,Washington St.,1
47,Murray St.,Illinois Chicago,1
47,Illinois,Iowa,1
47,Southern Illinois,Bradley,1
47,Florida,Vanderbilt,1
47,Sacred Heart,Saint Peter's,1
47,Miami FL,Stanford,1
47,Baylor,Alabama,0
47,Niagara,Hofstra,0
47,Ohio,Eastern Michigan,1
47,Kennesaw St.,FIU,1
47,Nebraska,Purdue,1
47,North Florida,Jacksonville,1
47,UC Davis,UC Riverside,1
47,Eastern Washington,Bucknell,0
47,Mount St. Mary's,Quinnipiac,1
47,Towson,Drexel,1
47,Sacramento St.,Arkansas,0
47,Oregon,Indiana St.,0
47,Tennessee,Minnesota,0
47,Duke,Arizona,0
47,Louisville,Milwaukee,0
47,Air Force,Eastern Kentucky,0
47,Central Connecticut,Grand Canyon,0
47,Columbia,Hawaii,0
47,Jackson St.,Grambling St.,1
47,Auburn,Albany,0
47,Nebraska Omaha,Wisconsin,0
47,Clemson,California,1
48,San Francisco,NJIT,0
48,Clemson,Marshall,0
48,Army,Delaware St.,0
48,Tennessee Tech,Miami FL,0
48,Monmouth,North Carolina A&T,1
48,California,Duke,1
48,Texas Southern,USC Upstate,0
48,IU Indy,Purdue Fort Wayne,1
48,Tennessee St.,Southeast Missouri St.,1
48,Arkansas Pine Bluff,Alabama St.,1
48,Penn,Denver,0
48,Portland,Saint Louis,0
48,Illinois Chicago,Dartmouth,0
48,UMass Lowell,New Hampshire,1
48,Lindenwood,Eastern Illinois,1
48,Southern Indiana,Wisconsin,0
48,Tulane,Bellarmine,0
48,VCU,Dayton,1
48,UTSA,Wichita St.,1
48,UT Rio Grande Valley,New Orleans,1
48,Binghamton,Furman,0
48,Georgetown,St. John's,1
48,Eastern Washington,UCF,0
48,Memphis,UAB,1
48,Evansville,Northern Iowa,1
48,Old Dominion,Arkansas St.,1
48,North Carolina,Florida St.,1
48,SMU,Notre Dame,1
48,Northern Colorado,Northern Arizona,1
48,Bryant,Georgia Tech,0
48,Manhattan,Iona,1
48,Abilene Christian,Stanford,0
48,UNLV,Xavier,0
48,Arizona,USC,0
48,Iowa,Michigan,1
48,TCU,Colorado,1
48,Troy,James Madison,1
48,Coastal Carolina,Southern Miss,1
48,Texas St.,UNC Greensboro,0
48,Longwood,Charleston Southern,1
48,Utah St.,San Jose St.,1
48,Cal St. Northridge,Weber St.,0
48,Montana St.,Kansas St.,0
48,Rutgers,Nebraska,1
48,Toledo,Buffalo,1
48,Missouri St.,Valparaiso,1
48,LSU,Texas A&M,1
48,Louisiana Tech,Eastern Michigan,0
48,Creighton,South Carolina St.,0
48,Florida Gulf Coast,Mississippi,0
49,Belmont,Northern Iowa,1
49,Louisville,N.C. State,1
49,Indiana,Michigan,1
49,Elon,Stony Brook,1
49,Portland St.,Merrimack,0
49,Maine,Albany,1
49,North Texas,Temple,1
49,Loyola Marymount,Gonzaga,1
49,Green Bay,Purdue,0
49,Connecticut,Army,0
49,Georgetown,Seton Hall,1
49,Iowa St.,Arizona St.,1
49,Sam Houston St.,Western Kentucky,1
49,Saint Joseph's,Fordham,1
49,Milwaukee,Cleveland St.,1
49,Northern Illinois,Toledo,1
49,Alcorn St.,Davidson,0
49,Providence,Morgan St.,0
49,Alabama A&M,Bethune Cookman,1
49,American,Hawaii,0
49,Jackson St.,Dayton,0
49,Fairleigh Dickinson,Alabama,0
49,Bellarmine,West Georgia,1
49,Appalachian St.,Louisiana,1
49,Brown,Princeton,1
49,Stonehill,Samford,0
49,Mount St. Mary's,Sacred Heart,1
49,Lipscomb,FIU,0
49,Harvard,Dartmouth,1
49,Youngstown St.,Tennessee,0
49,Cal St. Fullerton,South Florida,0
49,North Alabama,Incarnate Word,0
49,Tennessee Martin,Chattanooga,0
49,Cal St. Northridge,UC San Diego,1
49,Oakland,Arizona,0
49,USC,Oklahoma St.,0
49,North Carolina,Akron,0
49,Central Michigan,Texas Tech,0
49,Michigan St.,Howard,0
49,Air Force,Boise St.,1
49,Coastal Carolina,Old Dominion,1
49,SIU Edwardsville,Lindenwood,1
49,South Dakota,San Diego,0
49,Arkansas Pine Bluff,San Jose St.,0
49,Oklahoma,Vanderbilt,1
49,Oregon St.,Siena,0
49,Florida Atlantic,UTSA,1
49,Hofstra,Monmouth,1
49,Mercer,Illinois,0
49,Colorado,Baylor,1
50,Texas A&M,North Dakota,0
50,Loyola Chicago,Providence,0
50,North Texas,Rice,1
50,Grambling St.,Alabama A&M,1
50,NJIT,Saint Louis,0
50,Dayton,Portland,0
50,Western Illinois,Santa Clara,0
50,Purdue,Washington,1
50,Seattle,Saint Joseph's,0
50,St. John's,Colorado,0
50,Detroit Mercy,Robert Morris,1
50,Minnesota,Tennessee Martin,0
50,Houston Christian,Kansas St.,0
50,Tennessee,Incarnate Word,0
50,Connecticut,Xavier,1
50,Cal Poly,Mississippi,0
50,Alabama St.,Oklahoma,0
50,Baylor,Alcorn St.,0
50,Nebraska,Wisconsin,1
50,Washington St.,Pacific,1
50,Indiana St.,North Florida,0
50,South Dakota St.,South Dakota,1
50,Wright St.,VMI,0
50,Tulsa,Massachusetts,0
50,Idaho St.,Eastern Washington,1
50,Mississippi St.,Florida,1
50,Montana St.,Cornell,0
50,Le Moyne,Central Connecticut,1
50,Illinois Chicago,American,0
50,Stanford,Creighton,0
50,George Mason,Davidson,1
50,Georgia St.,Coastal Carolina,1
50,Missouri St.,Southern Illinois,1
50,Marist,Cleveland St.,0
50,Valparaiso,Nebraska Omaha,0
50,SIU Edwardsville,Montana,0
50,Norfolk St.,Alabama,0
50,UMKC,La Salle,0
50,Georgetown,Butler,1
50,Eastern Michigan,Ohio,1
50,UCLA,Fordham,0
50,UCF,Utah,1
50,Austin Peay,Miami FL,0
50,Eastern Kentucky,Jacksonville,1
50,San Francisco,New Hampshire,0
50,Maryland Eastern Shore,North Carolina Central,1
50,New Orleans,Northwestern St.,1
51,UNC Asheville,UNC Greensboro,1
51,Northeastern,Hampton,1
51,Bucknell,USC Upstate,0
51,Nebraska Omaha,South Dakota,1
51,Northwestern St.,Air Force,0
51,Creighton,UAB,0
51,St. Bonaventure,George Washington,1
51,Iona,Canisius,1
51,Wyoming,Rhode Island,0
51,Virginia,Xavier,0
51,Florida A&M,Southern,1
51,Hofstra,SMU,0
51,Navy,Lehigh,1
51,Saint Francis,The Citadel,0
51,Loyola MD,Colgate,1
51,Michigan,Michigan St.,1
51,Georgia Tech,Duke,1
51,Maryland,Ohio St.,1
51,Samford,VMI,1
51,Richmond,La Salle,1
51,Utah,Cornell,0
51,Weber St.,Sacramento St.,1
51,Sam Houston St.,Delaware,0
51,Charlotte,Siena,0
51,Robert Morris,Northern Kentucky,1
51,Monmouth,UNC Wilmington,1
51,Southern Miss,Coastal Carolina,1
51,UC Riverside,Long Beach St.,1
51,Incarnate Word,Houston Christian,1
51,Clemson,Florida St.,1
51,Miami FL,Boston College,1
51,Texas St.,Marshall,1
51,Missouri St.,Radford,0
51,Buffalo,Western Michigan,1
51,Arizona St.,Colorado,1
51,Murray St.,Georgia,0
51,Virginia Tech,Louisville,1
51,Purdue,Iowa,1
51,Cleveland St.,North Alabama,0
51,Duquesne,Fordham,1
51,McNeese St.,UT Rio Grande Valley,1
51,Appalachian St.,West Virginia,0
51,North Carolina,Wake Forest,1
51,Youngstown St.,Illinois,0
51,Western Carolina,Furman,1
52,Longwood,Coastal Carolina,0
52,Marist,FIU,0
52,Michigan St.,Wyoming,0
52,Georgia,LSU,1
52,Brown,Dartmouth,1
52,North Texas,South Florida,1
52,Troy,Appalachian St.,1
52,Dayton,Loyola Chicago,1
52,East Texas A&M,New Orleans,1
52,Lafayette,Montana St.,0
52,Richmond,George Mason,1
52,Loyola MD,Army,1
52,Bethune Cookman,Campbell,0
52,Pacific,Southern Miss,0
52,UMBC,NJIT,1
52,Vanderbilt,Massachusetts,0
52,Harvard,Stetson,0
52,Virginia,Pittsburgh,1
52,Wake Forest,Chicago St.,0
52,Charleston Southern,USC Upstate,1
52,Rhode Island,Binghamton,0
52,Wagner,Butler,0
52,McNeese St.,Georgia St.,0
52,TCU,BYU,1
52,Stony Brook,Hampton,1
52,Drake,Evansville,1
52,West Virginia,Kansas,1
52,UCF,South Alabama,0
52,Cal St. Bakersfield,Long Beach St.,1
52,Green Bay,Illinois,0
52,Alabama,Tennessee,1
52,Clemson,Duke,1
52,North Carolina Central,Toledo,0
52,Georgia Southern,Middle Tennessee,0
52,North Dakota St.,Utah Valley,0
52,Santa Clara,Pepperdine,1
52,Southern Utah,Temple,0
52,Illinois Chicago,Syracuse,0
52,Air Force,New Mexico,1
52,North Carolina,SMU,1
52,California,N.C. State,1
52,Alabama St.,Alcorn St.,1
52,Mississippi St.,Texas,1
52,Grand Canyon,Utah Tech,1
52,Baylor,Houston,1
52,Albany,Marquette,0
52,Central Michigan,Ball St.,1
52,Rider,Niagara,1
52,UNC Asheville,Tennessee Tech,0
52,Mississippi,Kentucky,1
53,Washington,Indiana,1
53,Dayton,La Salle,1
53,South Carolina,Vanderbilt,1
53,Washington St.,Florida St.,0
53,Quinnipiac,Siena,1
53,UMKC,UNC Greensboro,0
53,Liberty,Buffalo,0
53,St. Bonaventure,Davidson,1
53,Villanova,Dartmouth,0
53,Robert Morris,Towson,0
53,Iowa St.,Cincinnati,1
53,Incarnate Word,St. John's,0
53,Syracuse,Virginia,1
53,Virginia Tech,California,1
53,Lehigh,Colgate,1
53,UCLA,South Dakota,0
53,Canisius,Manhattan,1
53,UNLV,Long Beach St.,0
53,Lamar,Louisiana,0
53,Wagner,Mercyhurst,1
53,Brown,Nebraska,0
53,UNC Wilmington,Monmouth,1
53,Rhode Island,Austin Peay,0
53,Rider,Sacred Heart,1
53,Texas A&M Corpus Chris,Houston Christian,1
53,South Florida,Texas Tech,0
53,Morehead St.,Santa Clara,0
53,Albany,UMBC,1
53,Niagara,Illinois,0
53,Penn,Sacramento St.,0
53,Loyola Marymount,Winthrop,0
53,Georgia,Sam Houston St.,0
53,Stetson,Drake,0
53,Tulane,Wichita St.,1
53,Furman,Wisconsin,0
53,Mississippi Valley St.,UC San Diego,0
53,Bowling Green,Central Michigan,1
53,Charleston,Toledo,0
53,Eastern Washington,Milwaukee,0
53,Youngstown St.,Arkansas,0
53,Mercer,Samford,1
53,Idaho St.,BYU,0
53,Maryland,SMU,0
53,Marshall,Louisiana Monroe,1
54,VMI,Samford,1
54,Belmont,Evansville,1
54,Kennesaw St.,UTEP,1
54,Seton Hall,Idaho St.,0
54,Wyoming,LIU,0
54,UTSA,Tulane,1
54,Stony Brook,Charleston,1
54,Penn,Yale,1
54,Bryant,NJIT,1
54,Illinois,Purdue,1
54,Nevada,Eastern Kentucky,0
54,Notre Dame,Stanford,1
54,Toledo,UMKC,0
54,Western Carolina,Drexel,0
54,North Alabama,Northwestern St.,0
54,Michigan St.,Wisconsin,1
54,Kent St.,Western Michigan,1
54,Baylor,Iowa St.,1
54,Xavier,DePaul,1
54,Texas St.,St. John's,0
54,Southern Indiana,Florida St.,0
54,Columbia,Coppin St.,0
54,Alabama St.,Southern,1
54,Winthrop,Duquesne,0
54,Eastern Washington,UMBC,0
54,Illinois Chicago,Troy,0
54,Denver,Bradley,0
54,Rutgers,Ohio St.,1
54,Oklahoma St.,West Virginia,1
54,Cal Poly,UC Irvine,1
54,Iowa,Gardner Webb,0
54,TCU,Jackson St.,0
54,Northern Kentucky,New Mexico,0
54,Youngstown St.,UCF,0
54,UC San Diego,UC Riverside,1
54,Portland,Gonzaga,1
54,Colorado,La Salle,0
54,Nebraska,UCLA,1
54,UT Arlington,Cleveland St.,0
54,Kansas St.,Kansas,1
54,North Dakota,Oral Roberts,1
54,Bucknell,Loyola MD,1
54,St. Bonaventure,George Mason,1
54,Oregon,Texas,0
54,Richmond,Fordham,1
54,Charlotte,UT Rio Grande Valley,0
54,Bellarmine,Mississippi St.,0
54,San Diego St.,Boise St.,1
54,Radford,UNC Greensboro,1
54,Chattanooga,Clemson,0
55,Arkansas,Vanderbilt,1
55,Michigan St.,Washington,1
55,TCU,Kansas St.,1
55,UTEP,Middle Tennessee,1
55,Sacred Heart,Tarleton St.,0
55,San Diego St.,Charleston Southern,0
55,Boston University,The Citadel,0
55,Santa Clara,Arizona St.,0
55,Southern Miss,Saint Joseph's,0
55,Cal Baptist,Florida Atlantic,0
55,Villanova,Maryland,0
55,Marshall,Old Dominion,1
55,Cornell,Columbia,1
55,Southern Illinois,Kansas,0
55,Miami OH,Georgia,0
55,Georgetown,UCLA,0
55,Lamar,Texas A&M Corpus Chris,1
55,Delaware,Northeastern,1
55,Colorado,Iowa St.,1
55,Wichita St.,UTSA,1
55,Ohio St.,Oregon,1
55,UAB,Tulsa,1
55,Hawaii,Florida Gulf Coast,0
55,Maryland Eastern Shore,Marquette,0
55,Oregon St.,Eastern Washington,0
55,High Point,USC,0
55,Towson,Hofstra,1
55,Monmouth,Evansville,0
55,George Mason,Samford,0
55,Princeton,Brown,1
55,UT Rio Grande Valley,Southeastern Louisiana,1
55,Prairie View A&M,Queens,0
55,Gardner Webb,USC Upstate,1
55,South Carolina,Tennessee,1
55,Radford,Harvard,0
55,Bellarmine,North Florida,1
55,LSU,Utah,0
55,St. Thomas,Virginia Tech,0
55,Tennessee Tech,Southern Indiana,1
55,Clemson,North Carolina A&T,0
55,UC San Diego,Idaho,0
55,Georgia Tech,Coppin St.,0
55,SMU,N.C. State,1
55,Lehigh,Houston Christian,0
55,Illinois St.,North Carolina Central,0
55,Mercer,Merrimack,0
55,Chicago St.,Purdue,0
55,Cal St. Northridge,Missouri,0
55,Toledo,Mississippi,0
55,New Mexico St.,Western Kentucky,1
56,Lipscomb,Queens,1
56,Nevada,Syracuse,0
56,Clemson,North Carolina,1
56,Hofstra,Delaware,1
56,Miami FL,Louisville,1
56,Florida St.,Notre Dame,1
56,James Madison,Arizona St.,0
56,Georgetown,New Orleans,0
56,Binghamton,Holy Cross,0
56,Sacramento St.,Milwaukee,0
56,Pepperdine,UNC Wilmington,0
56,Incarnate Word,Minnesota,0
56,Central Michigan,Troy,0
56,Southern Miss,Little Rock,0
56,Wichita St.,East Carolina,1
56,Wisconsin,Colgate,0
56,UCLA,Penn St.,1
56,Vermont,Bryant,1
56,Norfolk St.,Bradley,0
56,Denver,UMKC,1
56,Quinnipiac,Mount St. Mary's,1
56,Connecticut,Butler,1
56,Florida,Morgan St.,0
56,Arkansas St.,Coastal Carolina,1
56,Howard,Boston College,0
56,Wagner,North Alabama,0
56,Arkansas,South Carolina,1
56,Tarleton St.,Utah Tech,1
56,Florida Atlantic,Rice,1
56,San Diego,Washington St.,1
56,Stephen F. Austin,Cal Baptist,1
56,USC,Maryland,1
56,Miami OH,Southeastern Louisiana,0
56,Virginia,Houston,0
56,Illinois,Harvard,0
56,Xavier,St. John's,1
56,West Virginia,Kansas St.,1
56,Western Illinois,Tennessee Martin,1
56,UT Arlington,Saint Francis,0
56,Stonehill,Kansas,0
56,N.C. State,Stanford,1
56,Iowa St.,Colorado,1
56,Utah St.,Cal St. Bakersfield,0
56,Southern,VMI,0
56,Wyoming,George Washington,0
57,Eastern Kentucky,Baylor,0
57,James Madison,Kent St.,0
57,Furman,Campbell,0
57,Florida St.,Charleston,0
57,Harvard,Penn,1
57,Miami OH,Charleston Southern,0
57,Little Rock,Oregon,0
57,South Alabama,Southern Miss,1
57,Rider,Texas Southern,0
57,Florida A&M,Grambling St.,1
57,Rice,Temple,1
57,Louisville,Wake Forest,1
57,Canisius,Fairfield,1
57,Arkansas Pine Bluff,UMKC,0
57,NJIT,Binghamton,1
57,Stony Brook,Monmouth,1
57,Queens,George Washington,0
57,Presbyterian,Grand Canyon,0
57,Colorado St.,San Jose St.,1
57,Chattanooga,Idaho St.,0
57,Maryland,Evansville,0
57,Chicago St.,Fairleigh Dickinson,1
57,Elon,North Carolina A&T,1
57,Nicholls St.,McNeese St.,1
57,Southern Utah,Central Connecticut,0
57,Siena,BYU,0
57,Illinois St.,Mississippi St.,0
57,Howard,Delaware St.,1
57,Northern Illinois,Akron,1
57,California,North Carolina,1
57,Dartmouth,Buffalo,0
57,Iowa,Rutgers,1
57,Coastal Carolina,Charlotte,0
57,SMU,Creighton,0
57,Pepperdine,Santa Clara,1
